Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Field Label Only Not Used in Data Dictionary,Field 1
fruit_oth,crf_12_diet,,notes,"[12.9] <p>Other fresh fruits<br /><br /><span style=""font-weight: normal;"">Note to data collector: U</span><span style=""font-weight: normal;"">se the following format when specifying the name of the fruit. Right <em>'None'</em> if no other fruit was consumed.</span><br /><br />[name of fruit, frequency code], [name of fruit, frequency code]<br /><br /></p> <table style=""border-collapse: collapse; width: 100%; height: 132px;"" border=""1""> <tbody> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;"">Frequency Code</td> <td style=""width: 77.1097%; height: 22px;"">Description</td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">2</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">&lt; 1 serving/week (small portions or rarely)</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">3</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">1 serving/week&nbsp;</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">4</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">2-3 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">5</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">4-5 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">6</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">6 or more servings / week</span></td> </tr> </tbody> </table> <p>&nbsp;</p>",,,,,,,,y,,[12.9],,,,"<p>Other fresh fruits<br /><br /><span style=""font-weight: normal;"">Note to data collector: U</span><span style=""font-weight: normal;"">se the following format when specifying the name of the fruit. Right <em>'None'</em> if no other fruit was consumed.</span><br /><br />[name of fruit, frequency code], [name of fruit, frequency code]<br /><br /></p> <table style=""border-collapse: collapse; width: 100%; height: 132px;"" border=""1""> <tbody> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;"">Frequency Code</td> <td style=""width: 77.1097%; height: 22px;"">Description</td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">2</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">&lt; 1 serving/week (small portions or rarely)</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">3</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">1 serving/week&nbsp;</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">4</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">2-3 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">5</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">4-5 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">6</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">6 or more servings / week</span></td> </tr> </tbody> </table> <p>&nbsp;</p>",12.9
desc_veg,crf_12_diet,,descriptive,"<h1 class=""red"" style=""text-align: left;""><span style=""font-weight: bold;"">Vegetables – a serving is one piece of a larger vegetable or about a handful of cut up vegetables or salad </span></h1>",,,,,,,,,,,,,,"<h1 class=""red"" style=""text-align: left;""><span style=""font-weight: bold;"">Vegetables – a serving is one piece of a larger vegetable or about a handful of cut up vegetables or salad </span></h1>",
tomato,crf_12_diet,,radio,[12.11] Tomatoes (including tomato sauce but not ketchup or tomato juice),"1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.11],,,"@p1000lang{""English"":""[12.11] Tomatoes (including tomato sauce but not ketchup or tomato juice)"",""Swahili"":""[12.11] Nyanya(zikiwemo nyanya iliyosagwa, lakini sio ya viwandani au juisi ya nyanya)"",""Cebuano"":""[12.11] Tamatis (lakip ang tomato sauce apan dili ketchup o tomato juice)"",""Hiligaynon"":""[12.11] Kamatis (Nalalip ang tomato sauce pero indi nadala ang ketchup ukon tomato juice.)""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}",Tomatoes (including tomato sauce but not ketchup or tomato juice),12.11
pepper,crf_12_diet,,radio,[12.12] Peppers ,"1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.12],,,"@p1000lang{""English"":""[12.12] Peppers "",""Swahili"":""[12.12] Pilipili"",""Cebuano"":""[12.12] Sili"",""Hiligaynon"":""[12.12] (Pidada)""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}",Peppers ,12.12
orange_veg,crf_12_diet,,radio,"[12.13] Yellow-orange vegetables, e.g. carrots, orange sweet potato, pumpkin, yellow squashes","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.13],,,"@p1000lang{""English"":""[12.13] Yellow-orange vegetables, e.g. carrots, orange sweet potato, pumpkin, yellow squashes"",""Swahili"":""[12.13] Mboga zenye rangi ya manjano-chungwa, mfano karoti, viazi lishe maboga/boga"",""Cebuano"":""[12.13] Yellow-orange nga mga utanon, pananglitan carrots, orange nga kamote, kalabasa"",""Hiligaynon"":""[12.13] Utan na dalag ang kulor pareho sang karots, kamote, kalabasa""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Yellow-orange vegetables, e.g. carrots, orange sweet potato, pumpkin, yellow squashes",12.13
green_leafy,crf_12_diet,,radio,"[12.14] Cooked or raw green leafy vegetables, e.g. spinach, chard, kale, malunggay, alugbati, chibwabwa, kalembula, katapa, mchicha","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.14],,,"@p1000lang{""English"":""[12.14] Cooked or raw green leafy vegetables, e.g. spinach, chard, kale, malunggay, alugbati, chibwabwa, kalembula, katapa, mchicha"",""Swahili"":""[12.14] mboga za majani zilizopikwa k.m, spinachi, chard, kale, malunggay, alugbati, chibwabwa, kalembula, katapa, mchicha, mnavu, msusa, kisamvu, matemebele"",""Cebuano"":""[12.14] Linuto nga berde nga dahon sa utanon, pananglitan spinach/tangkong, chard, kale, kamunggay, alugbati, chibwabwa, kalembula, katapa, mchicha"",""Hiligaynon"":""[12.14] Naluto na mga berde madahon nga utanon, e.g. spinach, kale, balunggay, alugbati, chibwabwa, kalembula, katapa""} @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Cooked or raw green leafy vegetables, e.g. spinach, chard, kale, malunggay, alugbati, chibwabwa, kalembula, katapa, mchicha",12.14
cruciferous,crf_12_diet,,radio,"[12.15] Cruciferous vegetables, e.g. cauliflower, brocoli","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.15],,,"@p1000lang{""English"":""[12.15] Cruciferous vegetables, e.g. cauliflower, brocoli"",""Swahili"":""[12.15] Mbogamboga zinazofungana mf. koliflawa, broccoli, kabichi"",""Cebuano"":""[12.15] Cruciferous vegetables, e.g. cauliflower, brocoli"",""Hiligaynon"":""[12.15] Cruciferous nga utan e.g. cauliflower, broccolli""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Cruciferous vegetables, e.g. cauliflower, brocoli",12.15
gourd,crf_12_diet,,radio,"[12.16] Cucumbers, gourd, zucchini (not the orange-yellow ones which are separate above for their vitamin A content","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.16],,,"@p1000lang{""English"":""[12.16] Cucumbers, gourd, zucchini (not the orange-yellow ones which are separate above for their vitamin A content"",""Swahili"":""[12.16] Matango, matunda mfano wa kibuyu kama boga, zukini (siyo zanye rangi na chungwa-njano ambayo yametengwa juu kwa sababu yana vitamini A)"",""Cebuano"":""[12.16] Cucumbers, gourd, zucchini (not the orange-yellow ones which are separate above for their vitamin A content"",""Hiligaynon"":""[12.16] Pipino, amarguso, zhucchini (Indi ang orange-yellow na color nga ara sa babaw kag lain man tungod sa Vitamin A""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Cucumbers, gourd, zucchini (not the orange-yellow ones which are separate above for their vitamin A content",12.16
veg_oth,crf_12_diet,,notes,"[12.17] <p>Other vegetables but not including tubers, rice or other staples<br /><br /><span style=""font-weight: normal;"">Note to data collector: U</span><span style=""font-weight: normal;"">se the following format when specifying the name of the vegetable. Right <em>'None'</em> if no other vegetable was consumed.</span><br /><br />[name of vegetable, frequency code], [name of vegetable, frequency code]<br /><br /></p> <table style=""border-collapse: collapse; width: 100%; height: 132px;"" border=""1""> <tbody> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;"">Frequency Code</td> <td style=""width: 77.1097%; height: 22px;"">Description</td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">2</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">&lt; 1 serving/week (small portions or rarely)</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">3</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">1 serving/week&nbsp;</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">4</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">2-3 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">5</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">4-5 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">6</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">6 or more servings / week</span></td> </tr> </tbody> </table> <p>&nbsp;</p>",,,,,,,,y,,[12.17],,,,"<p>Other vegetables but not including tubers, rice or other staples<br /><br /><span style=""font-weight: normal;"">Note to data collector: U</span><span style=""font-weight: normal;"">se the following format when specifying the name of the vegetable. Right <em>'None'</em> if no other vegetable was consumed.</span><br /><br />[name of vegetable, frequency code], [name of vegetable, frequency code]<br /><br /></p> <table style=""border-collapse: collapse; width: 100%; height: 132px;"" border=""1""> <tbody> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;"">Frequency Code</td> <td style=""width: 77.1097%; height: 22px;"">Description</td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">2</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">&lt; 1 serving/week (small portions or rarely)</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">3</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">1 serving/week&nbsp;</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">4</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">2-3 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">5</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">4-5 servings / week</span></td> </tr> <tr style=""height: 22px;""> <td style=""width: 18.6527%; height: 22px;""><span style=""font-weight: normal;"">6</span></td> <td style=""width: 77.1097%; height: 22px;""><span style=""font-weight: normal;"">6 or more servings / week</span></td> </tr> </tbody> </table> <p>&nbsp;</p>",12.17
desc_leg,crf_12_diet,,descriptive,"<h1 class=""red"" style=""text-align: left;""><span style=""font-weight: bold;"">Legumes and nuts – a serving is about a handful of cooked beans or nuts</span></h1>",,,,,,,,,,,,,,"<h1 class=""red"" style=""text-align: left;""><span style=""font-weight: bold;"">Legumes and nuts – a serving is about a handful of cooked beans or nuts</span></h1>",
legumes,crf_12_diet,,radio,"[12.18] Any dried beans or peas, e.g. lentils, chickpeas, white beans, soya nuggets, dal vadi","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.18],,,"@p1000lang{""English"":""[12.18] Any dried beans or peas, e.g. lentils, chickpeas, white beans, soya nuggets, dal vadi"",""Swahili"":""[12.18] Maharage yoyote makavu au mbaazi, mfano dengu, maharage meupe, mbanzi, karanga za soya, njerege "",""Cebuano"":""[12.18] Bisan unsang uga nga dried beans o gisantes pananglitan lentils, chickpeas, puti nga beans, soya nuggets, dal vadi"",""Hiligaynon"":""[12.18] Legumes kag mga mani- ang servingdaw isa ka hakop sang kamot sang naluto nga beans ukon mani.""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Any dried beans or peas, e.g. lentils, chickpeas, white beans, soya nuggets, dal vadi",12.18
nuts_seeds,crf_12_diet,,radio,"[12.19] Nuts, e.g. peanuts, almonds, walnuts, cashew nuts, seeds","1, Never | 2, <1 serving/week (small portions or rarely) | 3,1 serving/week | 4, 2-3 servings / week | 5, 4-5 servings / week | 6, 6 or more servings / week",,,,,,,y,,[12.19],,,"@p1000lang{""English"":""[12.19] Nuts, e.g. peanuts, almonds, walnuts, cashew nuts, seeds"",""Swahili"":""[12.19] Jamii ya karanga k.m karanga, mlozi-almonds, korosho, mbegu"",""Cebuano"":""[12.19] Mga nuts, pananglitan mani, almonds , walnuts, cashew nuts, mga  liso"",""Hiligaynon"":""[12.19] Mga Mani""}  @p1000answers{""English"":{""1"":""Never"",""2"":""< 1 serving/week (small portions or rarely)"",""3"":""1 serving/week"",""4"":""2-3 servings / week"",""5"":""4-5 servings / week"",""6"":""6 or more servings / week""},""Swahili"":{""1"":""Sijawahi"",""2"":""< lesheni 1/wiki (kiasi kidogo au mara chache sana)"",""3"":""lesheni 1/wiki"",""4"":""lesheni 2-3/wiki"",""5"":""lesheni 4-5/wiki"",""6"":""lesheni 6 au zaidi/wiki""},""Cebuano"":{""1"":""Wala gyud"",""2"":""< 1 serving/semana (gagmay nga bahin o panagsa ra)"",""3"":""1 serving/semana"",""4"":""2-3 servings / semana"",""5"":""4 - 5 servings / semana"",""6"":""unom o sobra sa unom ka serbing kada semana""},""Hiligaynon"":{""1"":""Wala gid"",""2"":""Manubo sa isa ka semana (Diutay nga bahin ukon Malaka)"",""3"":""Ka-isa sa isa ka semana"",""4"":""Duwa ukon tatlo ka beses sa isa ka semana"",""5"":""Apat ukon lima ka beses sa isa ka semana"",""6"":""num ukon sobra sa anum ka serbing kada semana""}}","Nuts, e.g. peanuts, almonds, walnuts, cashew nuts, seeds",12.19
